0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,label
0.0,0.0,0.0,0.012087807059288025,-0.009466131528218588,-0.009868383403510114,0.018546973665555317,-0.023327479759852093,-0.016705180242610734,0.019386152426401775,-0.029756198326746624,-0.022827708274700004,0.017191047469774883,-0.03401146332422892,-0.028297954428894084,0.008262095352013906,-0.058317710955937706,-0.015073414305798968,0.006502017378807068,-0.07455572485923767,-0.025794640994273383,0.0036959871649742126,-0.06501275797684987,-0.031904591126941405,0.0013861184318860371,-0.05692950884501139,-0.0349704215339847,-0.005153780182202657,-0.05750544865926107,-0.014548425267558803,-0.010178079207738241,-0.07447876036167145,-0.02533919942001776,-0.010864493747552236,-0.06320827702681224,-0.028842645266356826,-0.011191830039024353,-0.055724114179611206,-0.029639380242628615,-0.016428266962369282,-0.05193369587262472,-0.015038931563604882,-0.02219507098197937,-0.06617896755536397,-0.023848573091082532,-0.023098468780517578,-0.05813630918661753,-0.02443345825866139,-0.02369155486424764,-0.05324796338876089,-0.023187712645732123,-0.025382354855537415,-0.04273907343546549,-0.016341186900576215,-0.031179100275039673,-0.05197532971700033,-0.022057247382852196,-0.03199565907319387,-0.04828238487243652,-0.02207742037308987,-0.031840008993943535,-0.04545725385348002,-0.020933288339478533,A
0.0,0.0,0.0,0.012883804738521576,-0.010019232829411825,-0.00996177608110016,0.02008853604396184,-0.02575485905011495,-0.016928180154661392,0.02110242595275243,-0.03544174631436666,-0.023228341592103297,0.01852189501126607,-0.04123361905415853,-0.029589079198986346,0.010482557117938995,-0.06516358256340027,-0.0152605517406638,0.01020056257645289,-0.09772838155428569,-0.02406031983246411,0.009089892109235128,-0.1193303515513738,-0.029967888757834887,0.007224217057228088,-0.13732280333836874,-0.03411961536506817,-0.003208694358666738,-0.0679089327653249,-0.014787269595948413,-0.004898483554522197,-0.07698883612950642,-0.026172928701092852,-0.004936476548512776,-0.06506321827570598,-0.03069017442837363,-0.005912984410921733,-0.05568614105383555,-0.03210932438845441,-0.01484194646279017,-0.061680386463801064,-0.014909498466116741,-0.01731981337070465,-0.06453422705332439,-0.023886606829489326,-0.017758257687091827,-0.056535765528678894,-0.02481444098018115,-0.019153257211049397,-0.05070755382378896,-0.023893994390592033,-0.024461810787518818,-0.05058432618776957,-0.015914140923818005,-0.027225039899349213,-0.052401443322499595,-0.021644737139592623,-0.02723463624715805,-0.04775469501813253,-0.021542207216471487,-0.027961465219656628,-0.04459063212076823,-0.02027988557511325,A
0.0,0.0,0.0,0.012461856007575989,-0.012459480762481689,-0.010817752564499017,0.017533072829246522,-0.03173981904983521,-0.01718301528150761,0.015222027897834778,-0.04749573469161987,-0.022862219968983764,0.010756218433380127,-0.05950847864151001,-0.028425106005916235,0.007156679034233093,-0.06867331266403198,-0.014704020107338067,0.006911584734916687,-0.10100810527801514,-0.023858045572588082,0.0055593311786651615,-0.12002414464950562,-0.029505926901647682,0.0031545490026474,-0.13651686310768127,-0.033001806186685204,-0.005766540765762329,-0.07056015729904175,-0.014752027085224028,-0.013578233122825623,-0.10777127146720886,-0.024699347065934775,-0.019466933608055115,-0.12955971360206603,-0.030728159817108747,-0.025108543038368226,-0.1475385308265686,-0.033955593006858464,-0.016421830654144286,-0.06289559602737427,-0.015603882512250778,-0.023807728290557863,-0.07629292011260987,-0.027350819083103772,-0.02508506178855896,-0.07061636447906494,-0.031639095368036864,-0.02632882595062256,-0.0665233850479126,-0.03201981742883646,-0.02483694553375244,-0.04991005659103394,-0.017082136096605895,-0.03137712776660919,-0.05743676424026489,-0.026063914196738834,-0.03221248686313629,-0.05424576997756958,-0.027935535060414907,-0.03298519551753998,-0.05151621103286743,-0.02761785496974909,A
0.0,0.0,0.0,0.013131093978881837,-0.01058194637298584,-0.010261120277441194,0.019198819994926453,-0.029126083850860594,-0.016329068507052114,0.015669262409210204,-0.04567197561264038,-0.021212848464942625,0.01058308184146881,-0.05983932018280029,-0.026554938781059433,0.008479610085487366,-0.06962002515792846,-0.015938418175078083,0.009134030342102051,-0.10325218439102173,-0.02350762374976938,0.0085429847240448,-0.122471022605896,-0.028534137646651914,0.006762072443962097,-0.13952738642692566,-0.03200585861036842,-0.004318347573280335,-0.07212491035461426,-0.016067369098759342,-0.009179127216339112,-0.11137459874153137,-0.022984586472607305,-0.013984608650207519,-0.13401291370391846,-0.028286646868086508,-0.019006145000457764,-0.1523059368133545,-0.0318117877496249,-0.01496293842792511,-0.06472408771514893,-0.016713227520681072,-0.024322620034217833,-0.09542242288589478,-0.025542636032200507,-0.031022000312805175,-0.11369036436080933,-0.03237518463561599,-0.03697821199893951,-0.12858203649520875,-0.036714828948474575,-0.02332165837287903,-0.05000758171081543,-0.017786018925703216,-0.028803157806396484,-0.06268647909164429,-0.02666821573207443,-0.029823407530784607,-0.059116137027740476,-0.030080575685001065,-0.030680370330810548,-0.05339946746826172,-0.031808818320727995,A
0.0,0.0,0.0,0.014016568660736084,-0.01749669313430786,-0.008676997019651366,0.019471383094787596,-0.04206608533859253,-0.013757970027367606,0.016928839683532714,-0.06505659818649293,-0.018062901433299316,0.012915611267089844,-0.08306628465652466,-0.022503399645651713,0.00832480490207672,-0.0726349949836731,-0.013339846051971449,0.009076988697052002,-0.10461411476135254,-0.02124357883047594,0.008282947540283202,-0.12414167523384094,-0.026777305902655257,0.006341609358787537,-0.14090067148208618,-0.03056638788592352,-0.004882141947746277,-0.07521888017654418,-0.01360502129581107,-0.009775078296661377,-0.11265481114387513,-0.020816801191980972,-0.014675581455230713,-0.13519405722618102,-0.02594910029482378,-0.020084315538406373,-0.15311065912246705,-0.02948760323386921,-0.016264590620994567,-0.06883196830749512,-0.014462376741434468,-0.025070187449455262,-0.09970473051071167,-0.021796165855343476,-0.03163109421730041,-0.11645355820655823,-0.026462319755668772,-0.037729319930076596,-0.12956016063690184,-0.029315740877504482,-0.025400832295417786,-0.05595706701278687,-0.01586396012615694,-0.03433881402015686,-0.07687392234802246,-0.022548058705146444,-0.04074707627296448,-0.08849363327026367,-0.02544993356030716,-0.046681493520736694,-0.09753364324569702,-0.02703876894127859,A
0.0,0.0,0.0,0.017955857515335082,-0.017043662071228028,-0.009607479145916642,0.02707321345806122,-0.045111870765686034,-0.014401274809780063,0.03007676303386688,-0.0712242603302002,-0.01839161411130661,0.031891250610351564,-0.09192557334899902,-0.022575172113420906,0.007561644911766053,-0.07715926170349122,-0.012418144645335616,0.007318717241287231,-0.11054375171661376,-0.020027751365842762,0.006324788928031922,-0.13069029450416564,-0.025591730030419767,0.004147472977638245,-0.14808492064476014,-0.029470018373968544,-0.006885302066802978,-0.07927170991897584,-0.01226702340150112,-0.012143599987030029,-0.11734954714775085,-0.019056243712248743,-0.016891354322433473,-0.14010074734687805,-0.02434338636899227,-0.022401869297027588,-0.158511483669281,-0.028110382037403524,-0.019023424386978148,-0.072372305393219,-0.012903687061908187,-0.02741316854953766,-0.10432262420654297,-0.019768952841105403,-0.03358332514762878,-0.12193548679351807,-0.02454659052396053,-0.039408499002456666,-0.13567719459533692,-0.027612984256985128,-0.02859337627887726,-0.05861585140228272,-0.014224345686080397,-0.03755782842636109,-0.08128684759140015,-0.020359687583687246,-0.043693354725837706,-0.09431884288787842,-0.023148755805733147,-0.04910282492637634,-0.10451568365097046,-0.02477257035875553,A
0.0,0.0,0.0,0.00865122675895691,-0.01514461636543274,-0.010234058855975725,0.015160661190748215,-0.03473751246929169,-0.015762225746120073,0.018992748111486435,-0.051039114594459534,-0.01976813808822886,0.021554242819547653,-0.06398993730545044,-0.02363730980822698,-0.004770413041114807,-0.05595250427722931,-0.015286514906155624,-0.005748437717556953,-0.06654900312423706,-0.02231057188281671,-0.006261790171265602,-0.06706032902002335,-0.02670015641296164,-0.006776630878448486,-0.06645095348358154,-0.029537455316575922,-0.013612492009997368,-0.04720941185951233,-0.01383683029370264,-0.015538157895207405,-0.059553563594818115,-0.020937271088304676,-0.015803195536136627,-0.05926826596260071,-0.024994920611324467,-0.01607706770300865,-0.05661487579345703,-0.0277679428904678,-0.020310252904891968,-0.03352564573287964,-0.013046883300821044,-0.023187117651104927,-0.04503990709781647,-0.01987167298601822,-0.02331792190670967,-0.046005696058273315,-0.023964284591319718,-0.02278861775994301,-0.046251870691776276,-0.02669380153337375,-0.02500102110207081,-0.017416924238204956,-0.012888537683001466,-0.029603973031044006,-0.020259574055671692,-0.018757345962048255,-0.030806267634034157,-0.020708948373794556,-0.021682251964638688,-0.031004251912236214,-0.021857276558876038,-0.023673236507865347,A
0.0,0.0,0.0,0.016252678632736207,-0.011771905422210693,-0.01219994551799175,0.0287037193775177,-0.034500646591186526,-0.020069522180770606,0.04022645950317383,-0.05140390396118164,-0.027241524824117392,0.05276304483413696,-0.06199846267700195,-0.035020155602310865,0.005755460262298584,-0.06723927259445191,-0.019699344181631773,0.0037132322788238524,-0.10069807767868041,-0.0285797038610923,0.0019846737384796144,-0.12134330272674561,-0.03450778737029907,0.000238722562789917,-0.1393139123916626,-0.038972512402747836,-0.010234561562538148,-0.06405444145202636,-0.01917749992868778,-0.011346054077148438,-0.07655656337738037,-0.029326246821497648,-0.011218884587287902,-0.08013468980789185,-0.03387295618018982,-0.012249046564102173,-0.08385533690452576,-0.03679502918681976,-0.02265266180038452,-0.05071935653686523,-0.019327270754789082,-0.02648921012878418,-0.05682084560394287,-0.028779254251335828,-0.02763378918170929,-0.05792464017868042,-0.03144893474242565,-0.02895857095718384,-0.0598432183265686,-0.03263430646917698,-0.032140675187110904,-0.0329702615737915,-0.020563415953134268,-0.03804957866668701,-0.03692249059677124,-0.028056245812391013,-0.039154425263404846,-0.03761634826660156,-0.02985465503594753,-0.039999115467071536,-0.039276182651519775,-0.03058882667980072,A
0.0,0.0,0.0,0.012231743761471339,-0.01617164271218436,-0.01216698569852172,0.0169255222593035,-0.035289338656834195,-0.020213239748508322,0.016757952315466746,-0.047586449554988315,-0.027321922515065062,0.017403907009533474,-0.05709835461207798,-0.03433801957746547,0.002761274576187134,-0.0667176331792559,-0.01966199390797588,0.0030621417931147982,-0.09989255666732788,-0.030132770859714646,0.0025310048035212924,-0.11990080560956683,-0.03624160673144518,0.0008803946631295341,-0.13667054261480058,-0.04007211333082036,-0.01110270619392395,-0.066286529813494,-0.0195816739882194,-0.016786730715206692,-0.10606919016156878,-0.03117884035828768,-0.020447346780981337,-0.13266256025859288,-0.037691530161615514,-0.0244807100721768,-0.15509387850761414,-0.0415345063719883,-0.02254186357770647,-0.05598663432257516,-0.020148679669359484,-0.028402562652315413,-0.06866951499666486,-0.03204669888737856,-0.03078226319381169,-0.06745001247950963,-0.036000498758840295,-0.033271853412900655,-0.06854255710329328,-0.036641989224668645,-0.03121869053159441,-0.04091283253261021,-0.021474324887297565,-0.038173251918384006,-0.04846538816179548,-0.02961219320547213,-0.03972179974828448,-0.04908135959080288,-0.03101513833014938,-0.04148402490786144,-0.05125393186296735,-0.031019841775243355,A
0.0,0.0,0.0,0.012283802032470703,-0.017934882640838624,-0.009173616431073128,0.016118159890174864,-0.04367910623550415,-0.014180743544713437,0.015210586786270141,-0.06580636501312256,-0.01828921766893643,0.016164177656173707,-0.08309205770492553,-0.022797624803499162,-0.0016329824924468995,-0.0717847466468811,-0.013612985461369931,-0.0035574644804000854,-0.10805845260620117,-0.020782527550474585,-0.005029255151748657,-0.1289048433303833,-0.025513231604710994,-0.007207527756690979,-0.14626306295394897,-0.02892988048435825,-0.012710624933242798,-0.07102340459823608,-0.014260982013658463,-0.01834960877895355,-0.11438019275665283,-0.020888140275494037,-0.02183072566986084,-0.14180240631103516,-0.02597147751541513,-0.02538518011569977,-0.16506266593933105,-0.029638938642457903,-0.021201398968696595,-0.06106420755386353,-0.015596250295058667,-0.030980789661407472,-0.09458303451538086,-0.023590227253154693,-0.036615458130836484,-0.1175379991531372,-0.030090860686615883,-0.04081237316131592,-0.13860572576522828,-0.03452972736151594,-0.027060726284980775,-0.04475710391998291,-0.017350000924781738,-0.036808112263679506,-0.05857881307601929,-0.02501662377210039,-0.04092885851860047,-0.06245170831680298,-0.028630889988855303,-0.04345678687095642,-0.06552959680557251,-0.03104410659463781,A
